Sex,Race,Age,Age Group,Education,Work Class,Occupation,Marital Status,Relationship,Income
Male,White,29,20s,Associate,Local-gov,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,46,40s,HS-grad,Private,Handlers-cleaners,Never-married,Own-child,<=50K
Male,White,32,30s,<HS,Private,Craft-repair,Never-married,Not-in-family,<=50K
Female,White,24,20s,Bachelors,Private,Tech-support,Never-married,Not-in-family,<=50K
Male,White,61,60s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Female,White,63,60s,HS-grad,Private,Adm-clerical,Married,Wife,<=50K
Male,White,64,60s,HS-grad,Local-gov,Handlers-cleaners,Married,Husband,<=50K
Male,White,73,70s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,37,30s,Associate,Private,Adm-clerical,Married,Husband,<=50K
Male,White,72,70s,Some-college,Private,Prof-specialty,Married,Husband,<=50K
Male,White,66,60s,<HS,Federal-gov,Craft-repair,Married,Husband,<=50K
Male,White,39,30s,Bachelors,Private,Sales,Married,Husband,<=50K
Male,White,38,30s,HS-grad,Private,Sales,Married,Husband,<=50K
Male,White,32,30s,Some-college,Private,Exec-managerial,Married,Husband,<=50K
Male,White,41,40s,HS-grad,State-gov,Adm-clerical,Married,Husband,<=50K
Male,White,26,20s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,29,20s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,38,30s,HS-grad,State-gov,Adm-clerical,Married,Husband,<=50K
Female,White,27,20s,HS-grad,Private,Sales,Married,Wife,<=50K
Female,Asian-Pac-Islander,39,30s,HS-grad,State-gov,Adm-clerical,Married,Wife,<=50K
Male,White,54,50s,HS-grad,Private,Sales,Married,Husband,<=50K
Male,White,37,30s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,31,30s,Associate,Private,Craft-repair,Married,Husband,<=50K
Male,White,38,30s,HS-grad,Self-emp-not-inc,Other-service,Married,Husband,<=50K
Male,White,31,30s,Some-college,Local-gov,Protective-serv,Married,Husband,<=50K
Male,White,46,40s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,37,30s,Some-college,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,30,30s,<HS,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,32,30s,Some-college,Private,Machine-op-inspct,Married,Husband,<=50K
Female,White,36,30s,<HS,Private,Machine-op-inspct,Married,Own-child,<=50K
Female,White,55,50s,Bachelors,Private,Adm-clerical,Married,Wife,<=50K
Male,White,36,30s,Some-college,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,75,70s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,70,70s,HS-grad,Private,Sales,Married,Husband,<=50K
Male,White,66,60s,HS-grad,Local-gov,Exec-managerial,Married,Husband,<=50K
Female,White,33,30s,<HS,Private,Other-service,Separated,Unmarried,<=50K
Female,White,29,20s,Associate,Private,Sales,Divorced,Unmarried,<=50K
Female,Black,25,20s,Some-college,Private,Sales,Never-married,Own-child,<=50K
Male,White,27,20s,Some-college,State-gov,Transport-moving,Married,Husband,<=50K
Male,White,44,40s,Associate,Private,Craft-repair,Married,Husband,<=50K
Female,Black,39,30s,<HS,Private,Other-service,Married,Wife,<=50K
Female,Black,51,50s,HS-grad,Private,Adm-clerical,Married,Wife,<=50K
Male,White,40,40s,HS-grad,Self-emp-not-inc,Craft-repair,Married,Husband,<=50K
Male,White,29,20s,Bachelors,Private,Craft-repair,Married,Husband,<=50K
Male,White,47,40s,<HS,Local-gov,Transport-moving,Married,Husband,<=50K
Male,White,37,30s,Bachelors,Private,Exec-managerial,Married,Other-relative,<=50K
Male,Asian-Pac-Islander,30,30s,HS-grad,Private,Craft-repair,Married,Own-child,<=50K
Male,White,50,50s,<HS,Private,Craft-repair,Married,Husband,<=50K
Male,White,44,40s,Some-college,State-gov,Exec-managerial,Married,Husband,<=50K
Male,White,28,20s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,26,20s,<HS,Private,Exec-managerial,Married,Husband,<=50K
Male,White,41,40s,<HS,Private,Farming-fishing,Married,Husband,<=50K
Male,White,61,60s,<HS,Private,Handlers-cleaners,Married,Husband,<=50K
Male,White,46,40s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,56,50s,<HS,Self-emp-not-inc,Exec-managerial,Married,Other-relative,<=50K
Male,White,38,30s,HS-grad,Self-emp-not-inc,Craft-repair,Married,Husband,<=50K
Male,Black,55,50s,HS-grad,Private,Transport-moving,Married,Husband,<=50K
Male,White,29,20s,Some-college,Private,Exec-managerial,Married,Husband,<=50K
Male,White,33,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Female,White,51,50s,Some-college,Private,Prof-specialty,Widowed,Not-in-family,<=50K
Male,White,25,20s,HS-grad,Private,Craft-repair,Divorced,Not-in-family,<=50K
Male,White,49,40s,Some-college,Private,Machine-op-inspct,Divorced,Not-in-family,<=50K
Male,Black,45,40s,HS-grad,Federal-gov,Transport-moving,Never-married,Not-in-family,<=50K
Male,White,45,40s,HS-grad,Private,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,34,30s,HS-grad,Private,Craft-repair,Divorced,Not-in-family,<=50K
Female,White,24,20s,Some-college,Private,Adm-clerical,Never-married,Own-child,<=50K
Male,White,43,40s,Bachelors,Private,Prof-specialty,Married,Not-in-family,<=50K
Male,White,58,50s,HS-grad,Private,Machine-op-inspct,Divorced,Not-in-family,<=50K
Male,White,26,20s,Some-college,Federal-gov,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,29,20s,HS-grad,Private,Machine-op-inspct,Never-married,Not-in-family,<=50K
Male,White,47,40s,Bachelors,Self-emp-inc,Sales,Never-married,Not-in-family,<=50K
Female,Amer-Indian-Eskimo,47,40s,HS-grad,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Male,White,48,40s,Some-college,Private,Transport-moving,Divorced,Not-in-family,<=50K
Male,White,26,20s,Bachelors,Private,Craft-repair,Never-married,Not-in-family,<=50K
Female,White,31,30s,Associate,State-gov,Adm-clerical,Never-married,Not-in-family,<=50K
Male,White,22,20s,Some-college,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,38,30s,Bachelors,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Male,White,21,20s,HS-grad,Private,Handlers-cleaners,Never-married,Not-in-family,<=50K
Male,White,60,60s,Some-college,Private,Prof-specialty,Divorced,Unmarried,<=50K
Male,White,51,50s,Prof-school,Local-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,31,30s,Bachelors,Private,Tech-support,Never-married,Not-in-family,<=50K
Female,White,29,20s,Bachelors,Private,Sales,Never-married,Not-in-family,<=50K
Male,White,49,40s,Some-college,Private,Exec-managerial,Divorced,Not-in-family,<=50K
Male,White,35,30s,HS-grad,Private,Other-service,Never-married,Not-in-family,<=50K
Male,White,31,30s,HS-grad,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Female,Black,28,20s,Some-college,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,48,40s,Some-college,Private,Craft-repair,Divorced,Not-in-family,<=50K
Female,White,40,40s,Masters,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,42,40s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,33,30s,HS-grad,Private,Sales,Never-married,Not-in-family,<=50K
Female,White,41,40s,Associate,Private,Tech-support,Divorced,Not-in-family,<=50K
Male,White,40,40s,Associate,Private,Tech-support,Divorced,Not-in-family,<=50K
Male,White,27,20s,Associate,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Female,White,36,30s,Some-college,Private,Sales,Divorced,Not-in-family,<=50K
Male,White,25,20s,Bachelors,Private,Sales,Never-married,Not-in-family,<=50K
Male,White,25,20s,Bachelors,Private,Sales,Never-married,Not-in-family,<=50K
Female,White,25,20s,Bachelors,Private,Exec-managerial,Never-married,Not-in-family,<=50K
Female,Amer-Indian-Eskimo,27,20s,Bachelors,Local-gov,Prof-specialty,Never-married,Not-in-family,<=50K
Male,Black,27,20s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,26,20s,HS-grad,Private,Craft-repair,Never-married,Own-child,<=50K
Female,White,48,40s,Some-college,Self-emp-not-inc,Sales,Divorced,Not-in-family,<=50K
Male,White,46,40s,HS-grad,Self-emp-inc,Farming-fishing,Married,Not-in-family,<=50K
Female,White,44,40s,Bachelors,Self-emp-not-inc,Exec-managerial,Divorced,Not-in-family,<=50K
Male,White,30,30s,Some-college,Private,Prof-specialty,Never-married,Own-child,<=50K
Female,White,23,20s,Bachelors,Private,Tech-support,Never-married,Own-child,<=50K
Male,White,46,40s,Some-college,Private,Transport-moving,Divorced,Own-child,<=50K
Female,White,29,20s,Bachelors,Private,Exec-managerial,Never-married,Own-child,<=50K
Female,White,42,40s,Some-college,Local-gov,Tech-support,Divorced,Not-in-family,<=50K
Male,White,41,40s,HS-grad,Private,Craft-repair,Never-married,Not-in-family,<=50K
Male,White,52,50s,HS-grad,Private,Craft-repair,Divorced,Not-in-family,<=50K
Female,White,46,40s,Associate,State-gov,Tech-support,Divorced,Not-in-family,<=50K
Male,White,59,50s,Some-college,Private,Adm-clerical,Separated,Other-relative,<=50K
Female,White,67,60s,HS-grad,Self-emp-not-inc,Exec-managerial,Divorced,Not-in-family,<=50K
Female,Black,66,60s,Associate,Federal-gov,Other-service,Widowed,Unmarried,<=50K
Female,White,66,60s,Doctorate,Local-gov,Prof-specialty,Divorced,Not-in-family,<=50K
Female,White,73,70s,Some-college,Federal-gov,Tech-support,Widowed,Not-in-family,<=50K
Female,White,68,60s,Masters,Private,Prof-specialty,Never-married,Not-in-family,<=50K
Male,White,69,60s,<HS,Self-emp-not-inc,Farming-fishing,Married,Not-in-family,<=50K
Male,White,54,50s,Some-college,Private,Sales,Married,Husband,<=50K
Male,White,31,30s,<HS,Private,Machine-op-inspct,Married,Husband,<=50K
Male,Amer-Indian-Eskimo,45,40s,Some-college,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Male,White,38,30s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,37,30s,HS-grad,Private,Craft-repair,Married,Own-child,<=50K
Male,Black,41,40s,Some-college,Private,Tech-support,Married,Husband,<=50K
Male,Asian-Pac-Islander,37,30s,Bachelors,Self-emp-not-inc,Sales,Married,Husband,<=50K
Male,White,64,60s,HS-grad,Local-gov,Craft-repair,Married,Husband,<=50K
Male,White,47,40s,Bachelors,Local-gov,Prof-specialty,Married,Husband,<=50K
Male,White,29,20s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,57,50s,Some-college,Self-emp-not-inc,Craft-repair,Married,Husband,<=50K
Male,White,25,20s,Some-college,Private,Protective-serv,Married,Husband,<=50K
Male,White,51,50s,HS-grad,Self-emp-not-inc,Craft-repair,Married,Husband,<=50K
Female,White,28,20s,Associate,Private,Other-service,Married,Other-relative,<=50K
Male,Black,45,40s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,37,30s,<HS,Private,Other-service,Married,Husband,<=50K
Female,White,44,40s,HS-grad,Private,Handlers-cleaners,Married,Wife,<=50K
Male,Asian-Pac-Islander,39,30s,Bachelors,Private,Tech-support,Married,Husband,<=50K
Male,White,53,50s,Some-college,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,44,40s,HS-grad,Self-emp-not-inc,Craft-repair,Married,Husband,<=50K
Female,White,50,50s,HS-grad,Private,Machine-op-inspct,Married,Wife,<=50K
Male,White,50,50s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,Black,51,50s,HS-grad,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,60,60s,<HS,Private,Machine-op-inspct,Married,Husband,<=50K
Male,White,35,30s,HS-grad,Private,Craft-repair,Married,Husband,<=50K
Male,White,40,40s,HS-grad,Local-gov,Other-service,Married,Other-relative,<=50K
Male,White,42,40s,Bachelors,Private,Exec-managerial,Married,Husband,<=50K
Male,White,37,30s,HS-grad,Self-emp-not-inc,Prof-specialty,Married,Husband,<=50K
Male,White,60,60s,Some-college,Self-emp-not-inc,Transport-moving,Married,Husband,<=50K
Male,White,31,30s,Associate,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Male,White,52,50s,Some-college,Local-gov,Protective-serv,Married,Husband,<=50K
Female,White,36,30s,HS-grad,Self-emp-not-inc,Prof-specialty,Married,Wife,<=50K
Male,White,36,30s,Some-college,Private,Craft-repair,Married,Husband,<=50K
Male,White,38,30s,Some-college,Self-emp-not-inc,Prof-specialty,Married,Husband,<=50K
Male,White,30,30s,Associate,Self-emp-not-inc,Sales,Married,Husband,<=50K
Male,White,31,30s,HS-grad,Private,Farming-fishing,Married,Husband,<=50K
Male,White,46,40s,Some-college,Self-emp-not-inc,Exec-managerial,Married,Husband,<=50K
Male,White,33,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,37,30s,<HS,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,50,50s,HS-grad,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,41,40s,Bachelors,Private,Craft-repair,Married,Husband,>50K
Male,White,26,20s,Some-college,Private,Tech-support,Married,Husband,>50K
Male,White,51,50s,Associate,Private,Craft-repair,Married,Husband,>50K
Male,White,33,30s,HS-grad,Private,Sales,Married,Husband,>50K
Male,White,36,30s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,39,30s,HS-grad,Private,Sales,Married,Husband,>50K
Male,White,51,50s,HS-grad,Private,Handlers-cleaners,Married,Husband,>50K
Male,White,36,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,48,40s,Some-college,Private,Sales,Married,Husband,>50K
Male,White,32,30s,HS-grad,Private,Exec-managerial,Married,Husband,>50K
Male,White,50,50s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,50,50s,Associate,Private,Transport-moving,Married,Husband,>50K
Male,White,41,40s,Some-college,Self-emp-not-inc,Machine-op-inspct,Married,Husband,>50K
Male,White,52,50s,Associate,Private,Sales,Married,Husband,>50K
Male,White,44,40s,Bachelors,Private,Adm-clerical,Married,Husband,>50K
Male,White,56,50s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,37,30s,Some-college,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,35,30s,HS-grad,Self-emp-not-inc,Craft-repair,Married,Husband,>50K
Male,White,62,60s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,White,43,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,28,20s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,43,40s,Associate,Private,Exec-managerial,Married,Husband,>50K
Male,White,57,50s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,Asian-Pac-Islander,47,40s,Some-college,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,50,50s,Associate,Private,Tech-support,Married,Husband,>50K
Female,White,33,30s,Associate,Self-emp-not-inc,Prof-specialty,Married,Wife,>50K
Male,White,54,50s,Some-college,Private,Craft-repair,Married,Husband,>50K
Male,White,47,40s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,33,30s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Female,White,52,50s,Prof-school,Private,Prof-specialty,Married,Wife,>50K
Male,White,39,30s,Some-college,Private,Sales,Married,Husband,>50K
Male,White,55,50s,HS-grad,Private,Handlers-cleaners,Married,Husband,>50K
Male,White,57,50s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Male,Asian-Pac-Islander,40,40s,Doctorate,Private,Exec-managerial,Married,Husband,>50K
Female,White,60,60s,Masters,State-gov,Exec-managerial,Married,Wife,>50K
Male,White,26,20s,HS-grad,Local-gov,Protective-serv,Married,Husband,>50K
Male,White,36,30s,Associate,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,32,30s,HS-grad,Private,Exec-managerial,Married,Husband,>50K
Male,White,39,30s,HS-grad,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Male,White,51,50s,Associate,Self-emp-not-inc,Sales,Married,Husband,>50K
Male,White,27,20s,Some-college,Private,Prof-specialty,Married,Husband,>50K
Female,White,41,40s,Some-college,State-gov,Adm-clerical,Married,Wife,>50K
Male,White,61,60s,Masters,Private,Sales,Married,Husband,<=50K
Male,White,38,30s,<HS,Private,Craft-repair,Married,Husband,>50K
Male,White,40,40s,Masters,Self-emp-not-inc,Sales,Married,Husband,<=50K
Male,White,43,40s,Some-college,Private,Sales,Married,Husband,>50K
Male,White,46,40s,Some-college,Private,Transport-moving,Married,Husband,>50K
Male,White,54,50s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,36,30s,Bachelors,Private,Tech-support,Married,Husband,>50K
Male,White,49,40s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,52,50s,Some-college,Private,Exec-managerial,Married,Husband,>50K
Male,White,55,50s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,Asian-Pac-Islander,38,30s,Bachelors,Self-emp-not-inc,Prof-specialty,Married,Husband,>50K
Male,White,39,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,59,50s,Some-college,Private,Transport-moving,Married,Husband,>50K
Male,White,34,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Male,White,42,40s,Some-college,Private,Craft-repair,Married,Husband,>50K
Male,White,46,40s,Some-college,Private,Craft-repair,Married,Husband,>50K
Male,Black,53,50s,HS-grad,Self-emp-not-inc,Craft-repair,Married,Husband,<=50K
Male,White,51,50s,HS-grad,Self-emp-not-inc,Farming-fishing,Married,Husband,>50K
Male,White,34,30s,Some-college,Private,Tech-support,Married,Husband,>50K
Male,White,35,30s,Associate,Self-emp-not-inc,Farming-fishing,Married,Husband,<=50K
Male,White,51,50s,Some-college,Private,Craft-repair,Married,Husband,>50K
Male,White,50,50s,Associate,Self-emp-not-inc,Machine-op-inspct,Married,Husband,>50K
Male,White,55,50s,Masters,Self-emp-not-inc,Sales,Married,Husband,>50K
Male,White,37,30s,HS-grad,Private,Craft-repair,Married,Husband,>50K
Male,White,48,40s,HS-grad,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,25,20s,Some-college,Self-emp-not-inc,Craft-repair,Married,Husband,>50K
Male,White,39,30s,Bachelors,Private,Sales,Married,Husband,>50K
Female,Black,45,40s,<HS,Private,Adm-clerical,Married,Wife,>50K
Male,White,45,40s,Some-college,Self-emp-not-inc,Other-service,Married,Husband,<=50K
Male,White,46,40s,Bachelors,Private,Prof-specialty,Married,Husband,>50K
Female,White,18,<20,HS-grad,Private,Priv-house-serv,Married,Not-in-family,<=50K
Female,White,46,40s,HS-grad,Private,Adm-clerical,Married,Wife,>50K
Male,Asian-Pac-Islander,34,30s,Masters,Private,Exec-managerial,Married,Husband,>50K
Male,White,30,30s,Bachelors,Private,Exec-managerial,Married,Husband,>50K
Female,Black,25,20s,Some-college,Private,Adm-clerical,Married,Wife,>50K
Male,White,56,50s,HS-grad,Private,Transport-moving,Married,Husband,>50K
Female,White,44,40s,HS-grad,Private,Exec-managerial,Married,Wife,>50K
Male,White,29,20s,Bachelors,Private,Sales,Married,Husband,>50K
Male,White,46,40s,Bachelors,Self-emp-inc,Exec-managerial,Married,Husband,>50K
Female,White,30,30s,Bachelors,Private,Sales,Married,Wife,>50K
Male,White,46,40s,Bachelors,Federal-gov,Tech-support,Married,Husband,>50K
Male,White,44,40s,Some-college,Private,Machine-op-inspct,Married,Husband,>50K
Male,White,60,60s,HS-grad,Self-emp-not-inc,Transport-moving,Married,Husband,>50K
Male,White,45,40s,Bachelors,Private,Craft-repair,Married,Husband,>50K
Male,White,53,50s,Masters,Private,Prof-specialty,Married,Husband,>50K
Female,White,55,50s,Masters,Local-gov,Prof-specialty,Married,Wife,>50K
Male,Asian-Pac-Islander,41,40s,Bachelors,Private,Adm-clerical,Married,Husband,>50K
Male,White,30,30s,HS-grad,Private,Transport-moving,Married,Husband,>50K
Male,White,37,30s,Some-college,Private,Craft-repair,Married,Husband,>50K
